Dia;Mes;Año;Fecha;Usuario;Tipo de Transacción;Número Documento;Compresor;Rolitera;Hora Encendido Compresor;Hora Apago Compresor;Horas Funcionamiento;Descripcion;Cantidad;Horas Funcionamiento Corregidas;Kg por Bolsa;Kilos Producidos
21;11;2025;2025-11-21;mreinero;Alta Producción de Hielo;1919;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;641;0,0;2;1282
22;11;2025;2025-11-22;mreinero;Alta Producción de Hielo;1920;C04 - Compresor 4 - 127;R01 - Rolitera 1;5720,96;5724,31;3,350000000000364;ROLITO EN BOLSAS 14 KG;51;3,350000000000364;14;714
22;11;2025;2025-11-22;mreinero;Alta Producción de Hielo;1921;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;12;0,0;14;168
22;11;2025;2025-11-22;mreinero;Alta Producción de Hielo;1921;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;198;0,0;2;396
22;11;2025;2025-11-22;mreinero;Alta Producción de Hielo;1922;C04 - Compresor 4 - 127;R01 - Rolitera 1;5724,31;5728,08;3,769999999999527;ROLITO EN BOLSAS 14 KG;11;3,769999999999527;14;154
22;11;2025;2025-11-22;mreinero;Alta Producción de Hielo;1922;C04 - Compresor 4 - 127;R01 - Rolitera 1;5724,31;5728,08;3,769999999999527;ROLITO EN BOLSAS 2 KG;322;3,769999999999527;2;644
22;11;2025;2025-11-22;mreinero;Alta Producción de Hielo;1923;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;267;0,0;2;534
23;11;2025;2025-11-23;mreinero;Alta Producción de Hielo;1924;C04 - Compresor 4 - 127;R01 - Rolitera 1;5728,08;5734,68;6,600000000000364;ROLITO EN BOLSAS 14 KG;61;6,600000000000364;14;854
23;11;2025;2025-11-23;mreinero;Alta Producción de Hielo;1924;C04 - Compresor 4 - 127;R01 - Rolitera 1;5728,08;5734,68;6,600000000000364;ROLITO EN BOLSAS 2 KG;397;6,600000000000364;2;794
24;11;2025;2025-11-24;mreinero;Alta Producción de Hielo;1925;C04 - Compresor 4 - 127;R01 - Rolitera 1;5734,68;5741,77;7,0900000000001455;ROLITO EN BOLSAS 14 KG;79;7,0900000000001455;14;1106
24;11;2025;2025-11-24;mreinero;Alta Producción de Hielo;1925;C04 - Compresor 4 - 127;R01 - Rolitera 1;5734,68;5741,77;7,0900000000001455;ROLITO EN BOLSAS 2 KG;342;7,0900000000001455;2;684
25;11;2025;2025-11-25;mreinero;Alta Producción de Hielo;1926;C04 - Compresor 4 - 127;R01 - Rolitera 1;5741,77;5753,32;11,549999999999272;ROLITO EN BOLSAS 14 KG;109;11,549999999999272;14;1526
25;11;2025;2025-11-25;mreinero;Alta Producción de Hielo;1926;C04 - Compresor 4 - 127;R01 - Rolitera 1;5741,77;5753,32;11,549999999999272;ROLITO EN BOLSAS 2 KG;472;11,549999999999272;2;944
25;11;2025;2025-11-25;mreinero;Alta Producción de Hielo;1926;C04 - Compresor 4 - 127;R01 - Rolitera 1;5741,77;5753,32;11,549999999999272;ROLITO EN BOLSAS 4 KG;34;11,549999999999272;4;136
25;11;2025;2025-11-25;mreinero;Alta Producción de Hielo;1926;C04 - Compresor 4 - 127;R01 - Rolitera 1;5741,77;5753,32;11,549999999999272;ROLITO EN BOLSAS 7 KG;1;11,549999999999272;7;7
25;11;2025;2025-11-25;mreinero;Alta Producción de Hielo;1927;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;655;0,0;2;1310
26;11;2025;2025-11-26;rmanera;Alta Producción de Hielo;1928;C04 - Compresor 4 - 127;R01 - Rolitera 1;5753,32;5764,98;11,659999999999854;ROLITO EN BOLSAS 14 KG;136;11,659999999999854;14;1904
26;11;2025;2025-11-26;rmanera;Alta Producción de Hielo;1928;C04 - Compresor 4 - 127;R01 - Rolitera 1;5753,32;5764,98;11,659999999999854;ROLITO EN BOLSAS 2 KG;373;11,659999999999854;2;746
26;11;2025;2025-11-26;rmanera;Alta Producción de Hielo;1929;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
26;11;2025;2025-11-26;rmanera;Alta Producción de Hielo;1929;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;820;0,0;2;1640
27;11;2025;2025-11-27;rmanera;Alta Producción de Hielo;1930;C04 - Compresor 4 - 127;R01 - Rolitera 1;5764,98;5776,41;11,430000000000291;ROLITO EN BOLSAS 14 KG;51;11,430000000000291;14;714
27;11;2025;2025-11-27;rmanera;Alta Producción de Hielo;1930;C04 - Compresor 4 - 127;R01 - Rolitera 1;5764,98;5776,41;11,430000000000291;ROLITO EN BOLSAS 2 KG;647;11,430000000000291;2;1294
27;11;2025;2025-11-27;rmanera;Alta Producción de Hielo;1930;C04 - Compresor 4 - 127;R01 - Rolitera 1;5764,98;5776,41;11,430000000000291;ROLITO EN BOLSAS 4 KG;32;11,430000000000291;4;128
27;11;2025;2025-11-27;rmanera;Alta Producción de Hielo;1930;C04 - Compresor 4 - 127;R01 - Rolitera 1;5764,98;5776,41;11,430000000000291;ROLITO EN BOLSAS 7 KG;33;11,430000000000291;7;231
27;11;2025;2025-11-27;rmanera;Alta Producción de Hielo;1931;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;830;0,0;2;1660
28;11;2025;2025-11-28;rmanera;Alta Producción de Hielo;1932;C02 - Compresor 2 - 127;R01 - Rolitera 1;36005,97;36010,51;4,540000000000873;ROLITO EN BOLSAS 14 KG;67;4,540000000000873;14;938
29;11;2025;2025-11-29;rmanera;Alta Producción de Hielo;1933;C02 - Compresor 2 - 127;R01 - Rolitera 1;36010,51;36014,47;3,959999999999127;ROLITO EN BOLSAS 14 KG;14;3,959999999999127;14;196
29;11;2025;2025-11-29;rmanera;Alta Producción de Hielo;1933;C02 - Compresor 2 - 127;R01 - Rolitera 1;36010,51;36014,47;3,959999999999127;ROLITO EN BOLSAS 2 KG;269;3,959999999999127;2;538
29;11;2025;2025-11-29;rmanera;Alta Producción de Hielo;1934;C02 - Compresor 2 - 127;R01 - Rolitera 1;36014,47;36018,1;3,6299999999973807;ROLITO EN BOLSAS 14 KG;10;3,6299999999973807;14;140
29;11;2025;2025-11-29;rmanera;Alta Producción de Hielo;1934;C02 - Compresor 2 - 127;R01 - Rolitera 1;36014,47;36018,1;3,6299999999973807;ROLITO EN BOLSAS 2 KG;271;3,6299999999973807;2;542
30;11;2025;2025-11-30;rmanera;Alta Producción de Hielo;1935;C02 - Compresor 2 - 127;R01 - Rolitera 1;36018,1;36024,95;6,849999999998545;ROLITO EN BOLSAS 14 KG;48;6,849999999998545;14;672
30;11;2025;2025-11-30;rmanera;Alta Producción de Hielo;1935;C02 - Compresor 2 - 127;R01 - Rolitera 1;36018,1;36024,95;6,849999999998545;ROLITO EN BOLSAS 2 KG;336;6,849999999998545;2;672
1;12;2025;2025-12-01;rmanera;Alta Producción de Hielo;1936;C04 - Compresor 4 - 127;R01 - Rolitera 1;5776,42;5788,15;11,729999999999563;ROLITO EN BOLSAS 14 KG;124;11,729999999999563;14;1736
1;12;2025;2025-12-01;rmanera;Alta Producción de Hielo;1936;C04 - Compresor 4 - 127;R01 - Rolitera 1;5776,42;5788,15;11,729999999999563;ROLITO EN BOLSAS 2 KG;433;11,729999999999563;2;866
2;12;2025;2025-12-02;rmanera;Alta Producción de Hielo;1937;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;808;0,0;2;1616
2;12;2025;2025-12-02;rmanera;Alta Producción de Hielo;1938;C04 - Compresor 4 - 127;R01 - Rolitera 1;5788,15;5883,51;95,36000000000058;ROLITO EN BOLSAS 14 KG;136;5,509999999999991;14;1904
2;12;2025;2025-12-02;rmanera;Alta Producción de Hielo;1938;C04 - Compresor 4 - 127;R01 - Rolitera 1;5788,15;5883,51;95,36000000000058;ROLITO EN BOLSAS 2 KG;338;5,509999999999991;2;676
2;12;2025;2025-12-02;rmanera;Alta Producción de Hielo;1939;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;40;0,0;14;560
2;12;2025;2025-12-02;rmanera;Alta Producción de Hielo;1939;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;579;0,0;2;1158
3;12;2025;2025-12-03;rmanera;Alta Producción de Hielo;1940;C04 - Compresor 4 - 127;R01 - Rolitera 1;5803,51;5818,25;14,739999999999782;ROLITO EN BOLSAS 14 KG;60;14,739999999999782;14;840
3;12;2025;2025-12-03;rmanera;Alta Producción de Hielo;1940;C04 - Compresor 4 - 127;R01 - Rolitera 1;5803,51;5818,25;14,739999999999782;ROLITO EN BOLSAS 2 KG;1244;14,739999999999782;2;2488
3;12;2025;2025-12-03;rmanera;Alta Producción de Hielo;1941;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;30;0,0;14;420
3;12;2025;2025-12-03;rmanera;Alta Producción de Hielo;1941;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;551;0,0;2;1102
7;12;2025;2025-12-07;rmanera;Alta Producción de Hielo;1942;C04 - Compresor 4 - 127;R01 - Rolitera 1;5818,75;5834,38;15,63000000000011;ROLITO EN BOLSAS 14 KG;132;15,63000000000011;14;1848
7;12;2025;2025-12-07;rmanera;Alta Producción de Hielo;1942;C04 - Compresor 4 - 127;R01 - Rolitera 1;5818,75;5834,38;15,63000000000011;ROLITO EN BOLSAS 2 KG;939;15,63000000000011;2;1878
4;12;2025;2025-12-04;rmanera;Alta Producción de Hielo;1943;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;11;0,0;14;154
4;12;2025;2025-12-04;rmanera;Alta Producción de Hielo;1943;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;430;0,0;2;860
5;12;2025;2025-12-05;rmanera;Alta Producción de Hielo;1944;C04 - Compresor 4 - 127;R01 - Rolitera 1;5834,38;5850,32;15,9399999999996;ROLITO EN BOLSAS 14 KG;89;15,9399999999996;14;1246
5;12;2025;2025-12-05;rmanera;Alta Producción de Hielo;1944;C04 - Compresor 4 - 127;R01 - Rolitera 1;5834,38;5850,32;15,9399999999996;ROLITO EN BOLSAS 2 KG;818;15,9399999999996;2;1636
5;12;2025;2025-12-05;rmanera;Alta Producción de Hielo;1944;C04 - Compresor 4 - 127;R01 - Rolitera 1;5834,38;5850,32;15,9399999999996;ROLITO EN BOLSAS 4 KG;160;15,9399999999996;4;640
5;12;2025;2025-12-05;rmanera;Alta Producción de Hielo;1944;C04 - Compresor 4 - 127;R01 - Rolitera 1;5834,38;5850,32;15,9399999999996;ROLITO EN BOLSAS 7 KG;33;15,9399999999996;7;231
5;12;2025;2025-12-05;rmanera;Alta Producción de Hielo;1945;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;693;0,0;2;1386
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1946;C04 - Compresor 4 - 127;R01 - Rolitera 1;5850,32;5854,22;3,9000000000005457;ROLITO EN BOLSAS 14 KG;45;3,9000000000005457;14;630
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1946;C04 - Compresor 4 - 127;R01 - Rolitera 1;5850,32;5854,22;3,9000000000005457;ROLITO EN BOLSAS 2 KG;152;3,9000000000005457;2;304
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1946;C04 - Compresor 4 - 127;R01 - Rolitera 1;5850,32;5854,22;3,9000000000005457;ROLITO EN BOLSAS 7 KG;1;3,9000000000005457;7;7
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1947;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;129;0,0;2;258
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1948;C04 - Compresor 4 - 127;R01 - Rolitera 1;5854,22;5857,81;3,5900000000001455;ROLITO EN BOLSAS 14 KG;40;3,5900000000001455;14;560
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1948;C04 - Compresor 4 - 127;R01 - Rolitera 1;5854,22;5857,81;3,5900000000001455;ROLITO EN BOLSAS 2 KG;152;3,5900000000001455;2;304
6;12;2025;2025-12-06;rmanera;Alta Producción de Hielo;1949;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;125;0,0;2;250
7;12;2025;2025-12-07;rmanera;Alta Producción de Hielo;1950;C02 - Compresor 2 - 127;R01 - Rolitera 1;36024,95;36025,57;0,6200000000026193;ROLITO EN BOLSAS 14 KG;2;0,6200000000026193;14;28
7;12;2025;2025-12-07;rmanera;Alta Producción de Hielo;1951;C04 - Compresor 4 - 127;R01 - Rolitera 1;5857,81;5863,41;5,599999999999454;ROLITO EN BOLSAS 14 KG;92;5,599999999999454;14;1288
7;12;2025;2025-12-07;rmanera;Alta Producción de Hielo;1951;C04 - Compresor 4 - 127;R01 - Rolitera 1;5857,81;5863,41;5,599999999999454;ROLITO EN BOLSAS 2 KG;113;5,599999999999454;2;226
8;12;2025;2025-12-08;rmanera;Alta Producción de Hielo;1952;C04 - Compresor 4 - 127;R01 - Rolitera 1;5863,41;5878,27;14,860000000000582;ROLITO EN BOLSAS 14 KG;127;14,860000000000582;14;1778
8;12;2025;2025-12-08;rmanera;Alta Producción de Hielo;1952;C04 - Compresor 4 - 127;R01 - Rolitera 1;5863,41;5878,27;14,860000000000582;ROLITO EN BOLSAS 2 KG;927;14,860000000000582;2;1854
8;12;2025;2025-12-08;rmanera;Alta Producción de Hielo;1953;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;522;0,0;2;1044
9;12;2025;2025-12-09;rmanera;Alta Producción de Hielo;1954;C04 - Compresor 4 - 127;R01 - Rolitera 1;5878,27;5893,62;15,349999999999454;ROLITO EN BOLSAS 14 KG;59;15,349999999999454;14;826
9;12;2025;2025-12-09;rmanera;Alta Producción de Hielo;1954;C04 - Compresor 4 - 127;R01 - Rolitera 1;5878,27;5893,62;15,349999999999454;ROLITO EN BOLSAS 2 KG;1199;15,349999999999454;2;2398
9;12;2025;2025-12-09;rmanera;Alta Producción de Hielo;1954;C04 - Compresor 4 - 127;R01 - Rolitera 1;5878,27;5893,62;15,349999999999454;ROLITO EN BOLSAS 7 KG;16;15,349999999999454;7;112
9;12;2025;2025-12-09;rmanera;Alta Producción de Hielo;1955;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;675;0,0;2;1350
10;12;2025;2025-12-10;rmanera;Alta Producción de Hielo;1956;C04 - Compresor 4 - 127;R01 - Rolitera 1;5893,67;5909,12;15,449999999999818;ROLITO EN BOLSAS 14 KG;108;15,449999999999818;14;1512
10;12;2025;2025-12-10;rmanera;Alta Producción de Hielo;1956;C04 - Compresor 4 - 127;R01 - Rolitera 1;5893,67;5909,12;15,449999999999818;ROLITO EN BOLSAS 2 KG;982;15,449999999999818;2;1964
10;12;2025;2025-12-10;rmanera;Alta Producción de Hielo;1957;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;7;0,0;14;98
10;12;2025;2025-12-10;rmanera;Alta Producción de Hielo;1957;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;647;0,0;2;1294
10;12;2025;2025-12-10;rmanera;Alta Producción de Hielo;1957;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 4 KG;5;0,0;4;20
11;12;2025;2025-12-11;rmanera;Alta Producción de Hielo;1958;C04 - Compresor 4 - 127;R01 - Rolitera 1;5909,12;5924,4;15,279999999999745;ROLITO EN BOLSAS 14 KG;96;15,279999999999745;14;1344
11;12;2025;2025-12-11;rmanera;Alta Producción de Hielo;1958;C04 - Compresor 4 - 127;R01 - Rolitera 1;5909,12;5924,4;15,279999999999745;ROLITO EN BOLSAS 2 KG;1243;15,279999999999745;2;2486
11;12;2025;2025-12-11;rmanera;Alta Producción de Hielo;1959;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;19;0,0;14;266
11;12;2025;2025-12-11;rmanera;Alta Producción de Hielo;1959;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;69;0,0;2;138
12;12;2025;2025-12-12;rmanera;Alta Producción de Hielo;1960;C04 - Compresor 4 - 127;R01 - Rolitera 1;5924,4;5939,56;15,160000000000764;ROLITO EN BOLSAS 14 KG;32;15,160000000000764;14;448
12;12;2025;2025-12-12;rmanera;Alta Producción de Hielo;1960;C04 - Compresor 4 - 127;R01 - Rolitera 1;5924,4;5939,56;15,160000000000764;ROLITO EN BOLSAS 2 KG;1592;15,160000000000764;2;3184
12;12;2025;2025-12-12;rmanera;Alta Producción de Hielo;1960;C04 - Compresor 4 - 127;R01 - Rolitera 1;5924,4;5939,56;15,160000000000764;ROLITO EN BOLSAS 7 KG;17;15,160000000000764;7;119
12;12;2025;2025-12-12;rmanera;Alta Producción de Hielo;1961;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;9;0,0;14;126
12;12;2025;2025-12-12;rmanera;Alta Producción de Hielo;1961;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;9;0,0;2;18
13;12;2025;2025-12-13;rmanera;Alta Producción de Hielo;1962;C04 - Compresor 4 - 127;R01 - Rolitera 1;5939,56;5954,76;15,199999999999818;ROLITO EN BOLSAS 14 KG;190;15,199999999999818;14;2660
13;12;2025;2025-12-13;rmanera;Alta Producción de Hielo;1962;C04 - Compresor 4 - 127;R01 - Rolitera 1;5939,56;5954,76;15,199999999999818;ROLITO EN BOLSAS 2 KG;372;15,199999999999818;2;744
13;12;2025;2025-12-13;rmanera;Alta Producción de Hielo;1962;C04 - Compresor 4 - 127;R01 - Rolitera 1;5939,56;5954,76;15,199999999999818;ROLITO EN BOLSAS 4 KG;66;15,199999999999818;4;264
13;12;2025;2025-12-13;rmanera;Alta Producción de Hielo;1962;C04 - Compresor 4 - 127;R01 - Rolitera 1;5939,56;5954,76;15,199999999999818;ROLITO EN BOLSAS 7 KG;33;15,199999999999818;7;231
13;12;2025;2025-12-13;rmanera;Alta Producción de Hielo;1963;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;577;0,0;2;1154
14;12;2025;2025-12-14;rmanera;Alta Producción de Hielo;1964;C04 - Compresor 4 - 127;R01 - Rolitera 1;5958,23;5965,6;7,3700000000008;ROLITO EN BOLSAS 2 KG;162;7,3700000000008;2;324
14;12;2025;2025-12-14;rmanera;Alta Producción de Hielo;1965;C04 - Compresor 4 - 127;R01 - Rolitera 1;5954,76;5958,23;3,469999999999345;ROLITO EN BOLSAS 2 KG;70;3,469999999999345;2;140
15;12;2025;2025-12-15;rmanera;Alta Producción de Hielo;1966;C04 - Compresor 4 - 127;R01 - Rolitera 1;5965,6;5981,36;15,759999999999309;ROLITO EN BOLSAS 14 KG;190;15,759999999999309;14;2660
15;12;2025;2025-12-15;rmanera;Alta Producción de Hielo;1966;C04 - Compresor 4 - 127;R01 - Rolitera 1;5965,6;5981,36;15,759999999999309;ROLITO EN BOLSAS 2 KG;367;15,759999999999309;2;734
15;12;2025;2025-12-15;rmanera;Alta Producción de Hielo;1966;C04 - Compresor 4 - 127;R01 - Rolitera 1;5965,6;5981,36;15,759999999999309;ROLITO EN BOLSAS 7 KG;15;15,759999999999309;7;105
15;12;2025;2025-12-15;rmanera;Alta Producción de Hielo;1967;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;21;0,0;14;294
15;12;2025;2025-12-15;rmanera;Alta Producción de Hielo;1967;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;1033;0,0;2;2066
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1968;C04 - Compresor 4 - 127;R01 - Rolitera 1;5981,36;5996,96;15,600000000000364;ROLITO EN BOLSAS 14 KG;69;15,600000000000364;14;966
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1968;C04 - Compresor 4 - 127;R01 - Rolitera 1;5981,36;5996,96;15,600000000000364;ROLITO EN BOLSAS 2 KG;345;15,600000000000364;2;690
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1968;C04 - Compresor 4 - 127;R01 - Rolitera 1;5981,36;5996,96;15,600000000000364;ROLITO EN BOLSAS 4 KG;164;15,600000000000364;4;656
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1968;C04 - Compresor 4 - 127;R01 - Rolitera 1;5981,36;5996,96;15,600000000000364;ROLITO EN BOLSAS 7 KG;169;15,600000000000364;7;1183
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1969;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;1;0,0;14;14
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1969;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;700;0,0;2;1400
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1969;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 4 KG;239;0,0;4;956
16;12;2025;2025-12-16;rmanera;Alta Producción de Hielo;1969;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 7 KG;21;0,0;7;147
17;12;2025;2025-12-17;rmanera;Alta Producción de Hielo;1970;C04 - Compresor 4 - 127;R01 - Rolitera 1;5996,96;6012,47;15,510000000000218;ROLITO EN BOLSAS 14 KG;175;15,510000000000218;14;2450
17;12;2025;2025-12-17;rmanera;Alta Producción de Hielo;1970;C04 - Compresor 4 - 127;R01 - Rolitera 1;5996,96;6012,47;15,510000000000218;ROLITO EN BOLSAS 2 KG;674;15,510000000000218;2;1348
17;12;2025;2025-12-17;rmanera;Alta Producción de Hielo;1971;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;72;0,0;14;1008
17;12;2025;2025-12-17;rmanera;Alta Producción de Hielo;1971;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;817;0,0;2;1634
19;12;2025;2025-12-19;rmanera;Alta Producción de Hielo;1972;C04 - Compresor 4 - 127;R01 - Rolitera 1;6029,01;6044,64;15,63000000000011;ROLITO EN BOLSAS 14 KG;226;15,63000000000011;14;3164
19;12;2025;2025-12-19;rmanera;Alta Producción de Hielo;1972;C04 - Compresor 4 - 127;R01 - Rolitera 1;6029,01;6044,64;15,63000000000011;ROLITO EN BOLSAS 2 KG;367;15,63000000000011;2;734
19;12;2025;2025-12-19;rmanera;Alta Producción de Hielo;1972;C04 - Compresor 4 - 127;R01 - Rolitera 1;6029,01;6044,64;15,63000000000011;ROLITO EN BOLSAS 7 KG;1;15,63000000000011;7;7
19;12;2025;2025-12-19;rmanera;Alta Producción de Hielo;1973;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;59;0,0;14;826
19;12;2025;2025-12-19;rmanera;Alta Producción de Hielo;1973;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;362;0,0;2;724
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1974;C04 - Compresor 4 - 127;R01 - Rolitera 1;6048,24;6055,48;7,239999999999782;ROLITO EN BOLSAS 14 KG;29;7,239999999999782;14;406
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1974;C04 - Compresor 4 - 127;R01 - Rolitera 1;6048,24;6055,48;7,239999999999782;ROLITO EN BOLSAS 2 KG;514;7,239999999999782;2;1028
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1975;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;236;0,0;2;472
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1976;C04 - Compresor 4 - 127;R01 - Rolitera 1;6044,64;6048,24;3,5999999999994543;ROLITO EN BOLSAS 14 KG;19;3,5999999999994543;14;266
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1976;C04 - Compresor 4 - 127;R01 - Rolitera 1;6044,64;6048,24;3,5999999999994543;ROLITO EN BOLSAS 2 KG;53;3,5999999999994543;2;106
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1976;C04 - Compresor 4 - 127;R01 - Rolitera 1;6044,64;6048,24;3,5999999999994543;ROLITO EN BOLSAS 7 KG;53;3,5999999999994543;7;371
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1977;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 14 KG;23;0,0;14;322
20;12;2025;2025-12-20;rmanera;Alta Producción de Hielo;1977;C04 - Compresor 4 - 127;R02 - Rolitera 2;0,0;0,0;0,0;ROLITO EN BOLSAS 2 KG;189;0,0;2;378
21;12;2025;2025-12-21;rmanera;Alta Producción de Hielo;1978;C04 - Compresor 4 - 127;R01 - Rolitera 1;6058,67;6065,21;6,539999999999964;ROLITO EN BOLSAS 14 KG;30;6,539999999999964;14;420
21;12;2025;2025-12-21;rmanera;Alta Producción de Hielo;1978;C04 - Compresor 4 - 127;R01 - Rolitera 1;6058,67;6065,21;6,539999999999964;ROLITO EN BOLSAS 2 KG;403;6,539999999999964;2;806
21;12;2025;2025-12-21;rmanera;Alta Producción de Hielo;1979;C04 - Compresor 4 - 127;R01 - Rolitera 1;6055,48;6058,67;3,1900000000005093;ROLITO EN BOLSAS 2 KG;62;3,1900000000005093;2;124
22;12;2025;2025-12-22;rmanera;Alta Producción de Hielo;1980;C04 - Compresor 4 - 127;R01 - Rolitera 1;6065,21;6081,08;15,86999999999989;ROLITO EN BOLSAS 14 KG;100;15,86999999999989;14;1400
22;12;2025;2025-12-22;rmanera;Alta Producción de Hielo;1980;C04 - Compresor 4 - 127;R01 - Rolitera 1;6065,21;6081,08;15,86999999999989;ROLITO EN BOLSAS 2 KG;892;15,86999999999989;2;1784
22;12;2025;2025-12-22;rmanera;Alta Producción de Hielo;1980;C04 - Compresor 4 - 127;R01 - Rolitera 1;6065,21;6081,08;15,86999999999989;ROLITO EN BOLSAS 7 KG;16;15,86999999999989;7;112
